date,district,is_dtp,is_transport,is_fire,is_toxic,is_bio,is_nature,is_zkh,is_etc
2022-01-01,Александровский МО,0.20594210259097026,0.5166596259898424,0.3840132233234931,0.25491904709815705,0.4946182002807088,0.02821886335050755,0.4640928823571217,0.017531610000266346
2022-01-01,Бардымский МО,0.10921676262779458,0.4420358836600669,0.33144261496303434,0.46485593569514466,0.49747944331153765,0.04386136273820798,0.42424697382528986,0.025875828232930873
2022-01-01,Березовский МО,0.03718481535229539,0.3666586129210133,0.28487368977434635,0.24009145068765894,0.4946182002807088,0.029188769747722405,0.42223864621266377,0.03147243230105502
2022-01-01,Большесосновский МО,0.040286276202520614,0.39591932433799465,0.1900880412235142,0.2499482896162033,0.4943856545169621,0.026253314366306575,0.42223864621266377,0.029645060029083656
2022-01-01,Верещагинский ГО,0.13574284087138874,0.48548089705089015,0.43231753361393627,0.24826163758915754,0.49553286889834736,0.057237025326793145,0.4638639976426869,0.0368556937829444
2022-01-01,ГО город Березники,0.3715824432974648,0.3659476344330634,0.5999092619802094,0.6566624798806323,0.5021686116163991,0.029117466525164677,0.5489746100016418,0.058476673745249445
2022-01-01,ГО город Кизел,0.06341191836282474,0.4480134341525835,0.2580418532107743,0.30030464080829794,0.4946182002807088,0.03703733148368007,0.42223864621266377,0.02815112625443702
2022-01-01,Гайнский МО,0.046119966463365344,0.3839080536975442,0.21233077609069181,0.20083838053306985,0.4914641597214468,0.05917426083698142,0.4275689262509685,0.025643026438169916
2022-01-01,Горнозаводский ГО,0.11581325859804073,0.4858092641954451,0.453547138716606,0.2593762744445303,0.49553286889834736,0.029530540041992147,0.46071554961766154,0.0271602255993051
2022-01-01,Губахинский МО,0.1173576654073181,0.4853820968946875,0.43702369164702226,0.26547568506453906,0.4946182002807088,0.061530272802133294,0.475551951404745,0.03485713176908839
2022-01-01,Добрянский ГО,0.31932822455218846,0.5589880129446035,0.5610512333930464,0.519012359486071,0.4946182002807088,0.039110746493307515,0.4335002351008311,0.035276842250854513
2022-01-01,Еловский МО,0.11722929506588038,0.4302325091096127,0.14454065948748523,0.29725233625422093,0.4932403048730614,0.028039186771933244,0.46071554961766154,0.02950383019948273
2022-01-01,ЗАТО Звездный,0.06550784214384317,0.3829761530058299,0.13507693642383867,0.24342811361597005,0.49479470139497045,0.04041465868830786,0.38126081186488253,0.02238414327143483
2022-01-01,Ильинский ГО,0.07276498831280424,0.501373660205031,0.2773747414347797,0.2656169979124705,0.4946182002807088,0.03102238154110497,0.42424697382528986,0.025623254269457132
2022-01-01,Карагайский МО,0.3649302137318729,0.573515374540913,0.3329459235824079,0.22487402326276842,0.49553286889834736,0.037522594478981396,0.4586721157526305,0.028033039940024308
2022-01-01,Кишертский МО,0.08777556102012754,0.5537714852536341,0.2099298732948827,0.33205753722877973,0.4946182002807088,0.03909883001074823,0.4620473030841038,0.022843399140877043
2022-01-01,Косинский МО,0.04521489939562968,0.4038635864136128,0.1380719450254276,0.24308140593430283,0.4915248008373411,0.02364665317731906,0.42223864621266377,0.026580032565468217
2022-01-01,Кочевский МО,0.05039059844768097,0.3608354698654622,0.16514209690842666,0.22997758616104003,0.4943856545169621,0.025879136449412872,0.42223864621266377,0.032938086653303805
2022-01-01,Красновишерский ГО,0.10517400108421657,0.4230075391719423,0.2858914091283296,0.21233500559945132,0.4946182002807088,0.02498899841095852,0.4586721157526305,0.025675529897175513
2022-01-01,Краснокамский ГО,0.6017000225673846,0.46900984473803825,0.6217476136945432,0.49200819816310065,0.5039622614296707,0.04097184240877141,0.4721646999074877,0.046673334768170496
2022-01-01,Кудымкарский МО,0.13722457787650386,0.40016415810976613,0.4386798306695649,0.23017541840773775,0.49553286889834736,0.037238170160652576,0.4586721157526305,0.026893719423313523
2022-01-01,Куединский МО,0.13370695605730407,0.5472857187652318,0.3350262126817075,0.48565569713392737,0.4937565119159914,0.038549752817256755,0.42223864621266377,0.028787280621500502
2022-01-01,Кунгурский МО,0.33454624029987856,0.5086550828571398,0.5868349734959541,0.39713328755926297,0.5033307300807806,0.09130652883370328,0.5193711882951907,0.07291241917840578
2022-01-01,Лысьвенский ГО,0.23555560652229068,0.5298125409642619,0.5751098403499539,0.3585994885713851,0.4946182002807088,0.027756535218276233,0.4721646999074877,0.033483106841591906
2022-01-01,Нытвенский ГО,0.41416134834420065,0.4997628106389698,0.412111254067419,0.25298710924905954,0.49553286889834736,0.06900464983955883,0.42223864621266377,0.033975729737858874
2022-01-01,Октябрьский ГО,0.21694166108604757,0.5770347162683549,0.36311350274569987,0.25488285210240585,0.4946182002807088,0.03272667511387559,0.4586721157526305,0.02639078421133481
2022-01-01,Ординский МО,0.04680631036569458,0.48213133806293046,0.1861997660572503,0.2833257481507389,0.49747944331153765,0.028745484314456008,0.42223864621266377,0.02937053615763563
2022-01-01,Осинский ГО,0.1486724289931249,0.4557418734414479,0.29536700936702187,0.39714777118167227,0.49747944331153765,0.0264543755776412,0.4640928823571217,0.034414965288754644
2022-01-01,Оханский ГО,0.09340062124171798,0.4650522235110115,0.24628608620865838,0.3464547645336221,0.49553286889834736,0.03218453629425889,0.46071554961766154,0.022998316596977573
2022-01-01,Очерский ГО,0.21213688906269884,0.5437794056475612,0.31831758491981715,0.3257113647805078,0.49553286889834736,0.03541588287144488,0.42424697382528986,0.02706534183276516
2022-01-01,Пермский ГО,0.768391860092854,0.708042539618726,0.8918032494295229,0.687741199847434,0.5087189654804314,0.2133081808840669,0.6044335861037013,0.2845868571995657
